13:55:08,160 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	15	1.0	0.5	0.6666666666666666	Wik
14:11:48,092 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	17	1.0	0.5	0.6666666666666666	Wik
14:11:51,069 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	18	1.0	1.0	1.0	Wik
14:14:31,915 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	19	0.08333333333333333	1.0	0.15384615384615385	Wik
14:17:16,470 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	23	0.0	0.0	0.0	Wik
14:20:12,982 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	8	0.18181818181818182	1.0	0.3076923076923077	Wik
14:21:14,966 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	11	0.0	0.0	0.0	Wik
14:26:51,071 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	22	0.0	0.0	0.0	Spo
14:27:32,719 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	1	0.0	0.0	0.0	Spo
14:31:47,445 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	14	0.0	0.0	0.0	Spo
14:31:49,165 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	16	0.0	0.0	0.0	Spo
14:37:50,168 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	6	0.0	0.0	0.0	Spo
14:40:52,491 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	9	1.0	0.2	0.33333333333333337	Spo
14:47:57,058 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	5	0.6666666666666666	1.0	0.8	Spo
14:51:19,899 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	3	0.0	0.0	0.0	Spo
14:54:07,684 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	2	0.0	0.0	0.0	Spo
14:57:29,393 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	20	1.0	1.0	1.0	Spo
15:02:28,023 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	15	1.0	0.5	0.6666666666666666	Spo
15:02:29,553 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	17	0.0	0.0	0.0	Spo
15:02:30,677 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	18	0.0	0.0	0.0	Spo
15:08:43,524 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	19	1.0	1.0	1.0	Spo
15:12:24,465 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	23	1.0	1.0	1.0	Spo
16:01:35,357 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	8	0.0	0.0	0.0	Spo
16:30:01,749 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	11	0.0	0.0	0.0	Spo
16:30:05,901 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	22	0.0	0.0	0.0	Mul
16:30:07,375 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	1	0.0	0.0	0.0	Mul
16:30:09,545 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	14	0.0	0.0	0.0	Mul
16:32:47,965 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	16	0.0	0.0	0.0	Mul
16:34:23,421 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	6	0.0	0.0	0.0	Mul
16:36:15,408 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	9	0.5	0.2	0.28571428571428575	Mul
16:38:35,603 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	5	0.6666666666666666	1.0	0.8	Mul
16:39:17,579 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	3	0.0	0.0	0.0	Mul
16:44:26,665 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	2	0.0	0.0	0.0	Mul
16:44:28,522 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	20	0.0	0.0	0.0	Mul
16:49:34,616 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	15	1.0	0.5	0.6666666666666666	Mul
16:49:39,226 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	17	0.0	0.0	0.0	Mul
16:49:41,777 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	18	0.0	0.0	0.0	Mul
16:49:43,402 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	19	0.0	0.0	0.0	Mul
16:49:45,042 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	23	0.0	0.0	0.0	Mul
16:49:46,732 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	8	0.0	0.0	0.0	Mul
16:49:48,711 INFO [org.aksw.hawk.controller.NEREvalPipeline.run] 97 - 	11	0.0	0.0	0.0	Mul
